limit_bal,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sex_1,sex_2,education_1,education_2,education_3,education_4,marriage_1,marriage_2,marriage_3,target
-0.9174616,-0.9278351,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,-0.3203205,-0.18534866,-0.44930574,-0.45124307,-0.55839664,-0.6957941,0.5248433,-0.39522338,-0.055192467,-0.031896465,-0.4642641,-0.4104287,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
1.9045633,0.7312847,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,-0.33222505,-0.2808943,-0.22074708,-0.13890615,-0.05059796,0.015643554,-0.2166044,-0.22386655,-0.16472484,-0.1395486,-0.13352506,-0.23186862,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
1.8261737,1.1737167,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,0.8980006,0.7355267,1.4713259,1.3327096,1.5096534,1.6111197,0.31300107,6.929823,0.04390825,0.07575567,0.086967625,0.035971485,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
0.25838208,-0.15357922,0.9416353,-1.5928254,-1.5776002,-1.5846777,-1.5867544,-1.5318681,-0.72845477,-0.7260685,-0.7189302,-0.7089727,-0.70038474,-0.6898442,-0.5343677,-0.49509272,-0.47767448,-0.46250498,-0.4642641,1.107332,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-0.9174616,0.06763676,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,-0.12244288,-0.06801084,-0.018277615,-0.26061413,-0.1991096,-0.1719485,-0.2166044,-0.20449325,-0.2690414,-0.24720073,-0.35765588,-0.3313266,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
1.5126153,-0.9278351,-0.9004944,-0.7365188,-0.71321434,-0.68870467,-0.66320854,-0.6311224,-0.6449214,-0.66590905,-0.68322754,-0.6874608,-0.70038474,-0.68358934,-0.106340535,-0.27133113,-0.34206298,-0.46250498,-0.42589837,-0.31400627,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
2.6100695,1.3949326,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,1.736698,1.9358991,2.2278972,2.519871,2.5503426,2.7447603,0.5248433,0.95829207,0.56549096,0.39871207,0.64128625,0.2147994,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
2.139732,0.17824475,-0.9004944,-0.7365188,0.15117149,-0.68870467,-0.66320854,-0.6311224,-0.57234377,-0.03885525,-0.38896677,-0.51753294,-0.7044643,-0.65797675,4.7621107,1.442237,0.7741241,-0.46250498,-0.04830464,-0.4104287,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
-0.7606824,-0.9278351,0.020570448,0.119787775,-1.5776002,-1.5846777,-1.5867544,-0.6311224,-0.6965511,-0.7260685,-0.7189302,-0.7089727,-0.70038474,-0.66372836,-0.5343677,-0.49509272,-0.47767448,-0.46250498,-0.30407616,-0.4104287,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
1.9045633,-0.48540318,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,3.721829,3.9490504,3.4590042,2.7507439,2.6698937,2.7763581,0.65936303,0.9893862,0.47150177,0.29278237,0.38496348,6.965803,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
0.49355084,1.1737167,0.9416353,1.8324008,1.8799431,1.9992145,2.1074293,2.0711145,1.9993031,2.1524048,2.3264425,2.6055217,2.8694158,2.8993165,0.31300107,0.32827246,0.3568579,0.344886,-0.4642641,0.1807837,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,1
-0.9174616,1.0631087,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,-0.21141088,-0.20846742,-0.20550779,-0.18461077,-0.18298537,-0.155179,-0.3376722,-0.31579286,-0.28781837,-0.34871668,-0.10045116,-0.4104287,1.2276739,-1.2276739,-0.73719585,-0.93938863,2.2687707,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-0.21195538,2.6116204,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,1.3009014,1.3543525,0.6197176,0.3319738,0.761996,0.807639,-0.015354318,-0.17155865,-0.27623922,1.9536394,-0.19515277,-0.26249167,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,-1.068293,8.732224,0
-1.1526303,-1.1490511,1.8627001,1.8324008,1.8799431,1.9992145,2.1074293,0.2696232,-0.5052871,-0.48058623,-0.47307658,-0.425346,-0.4063155,-0.35844415,-0.37548605,-0.49509272,-0.32119966,-0.46250498,-0.2437714,-0.27650866,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-1.1526303,-0.59601116,0.020570448,0.119787775,0.15117149,0.20726843,-0.66320854,0.2696232,-0.45339867,-0.46023992,-0.42851785,-0.71248114,-0.34869382,-0.36658627,-0.37548605,-0.35947964,-0.47767448,4.6725016,-0.38709164,-0.32114866,1.2276739,-1.2276739,-0.73719585,-0.93938863,2.2687707,-0.12929615,1.096587,-1.068293,-0.11451615,0
-0.9174616,1.3949326,-0.9004944,-0.7365188,1.8799431,-0.68870467,-0.66320854,0.2696232,-0.68681747,-0.7057967,-0.7063801,-0.64258355,-0.19622587,-0.17085211,-0.37548605,-0.44665948,-0.04997664,2.6378763,-0.35280505,-0.3174882,-0.8144784,0.8144784,-0.73719585,-0.93938863,2.2687707,-0.12929615,1.096587,-1.068293,-0.11451615,0
0.10160294,-0.042971227,-0.9004944,2.6887074,1.8799431,0.20726843,-0.66320854,2.0711145,-0.701425,-0.700699,-0.7004452,-0.69457626,-0.6471414,-0.64476603,-0.5343677,-0.49509272,-0.47767448,-0.13653433,-0.4642641,-0.38132343,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
2.6100695,0.28885272,-1.8215592,-1.5928254,-1.5776002,-1.5846777,-1.5867544,-1.5318681,-0.72845477,-0.69139785,-0.7009398,-0.7089727,-0.70038474,-0.6898442,-0.28799522,-0.38234013,-0.47767448,-0.46250498,-0.4642641,2.1488729,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,1
-0.6822929,1.0631087,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,0.23687974,0.28829548,0.3427208,0.45005783,0.54147923,0.59887385,-0.27803862,-0.25186098,-0.21563132,-0.19229814,-0.17872606,-0.16839053,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
0.65033,0.39946073,-0.9004944,-0.7365188,-0.71321434,0.20726843,-0.66320854,-0.6311224,-0.6553308,-0.5147054,0.045399807,-0.5271306,-0.6480733,-0.6161698,0.96759343,4.295246,-0.47767448,-0.1422399,-0.012364332,0.16721314,-0.8144784,0.8144784,-0.73719585,-0.93938863,2.2687707,-0.12929615,1.096587,-1.068293,-0.11451615,0
-0.6039033,0.39946073,0.9416353,1.8324008,1.8799431,1.9992145,0.26033735,0.2696232,0.578173,0.5782117,0.69436854,0.7770725,0.8331395,0.93571997,-0.5343677,0.21203266,-0.35833636,-0.11102078,0.28408808,-0.4104287,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
0.33677167,0.39946073,-0.9004944,-0.7365188,1.8799431,1.9992145,-0.66320854,2.0711145,-0.6797006,-0.7145166,-0.7119751,-0.70690423,-0.6863178,-0.68400276,-0.4284466,-0.49509272,-0.47767448,-0.35485286,-0.4642641,-0.3523967,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
-0.6039033,-0.9278351,1.8627001,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,0.59844524,0.6261634,-0.102217436,-0.06030481,-0.022868518,-0.096872136,-0.09129974,-0.34010634,-0.3441493,-0.3214807,-0.30639133,-0.31329203,-0.8144784,0.8144784,-0.73719585,-0.93938863,2.2687707,-0.12929615,-0.9120184,0.93600905,-0.11451615,1
-0.9174616,-1.1490511,1.8627001,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,-0.024445804,0.018993845,0.06560039,0.11071516,-0.16657981,-0.14520356,-0.30875576,-0.31056207,-0.2887572,-0.34408766,-0.3429931,-0.30329266,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-0.839072,0.84189266,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,0.091537535,0.15327947,0.20426878,-0.09813274,-0.037761882,0.0041762996,-0.22931492,-0.2555419,-0.339768,-0.3154522,-0.29294127,-0.28820434,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
-0.5255137,-0.15357922,0.020570448,0.119787775,0.15117149,0.20726843,-0.66320854,-0.6311224,-0.45329803,-0.6272436,-0.6423009,-0.6210385,-0.6935271,-0.68283445,-0.41785446,-0.37362215,-0.37335792,-0.42052066,-0.42126802,-0.3756095,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
0.8854987,-0.9278351,-0.9004944,-0.7365188,-0.71321434,-0.68870467,-0.66320854,-0.6311224,-0.6432824,-0.64894634,-0.7037836,-0.65837,-0.6448555,-0.51855433,0.013668062,-0.39067066,-0.15867448,-0.12253956,0.5863836,-0.4104287,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
1.7477841,-0.8172271,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,1.4201916,1.3576616,1.3401381,1.0471798,0.19808781,0.003133822,0.31787345,0.0037697053,0.07489026,0.08479845,0.09413364,0.039721247,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-0.9174616,2.0585806,0.9416353,-1.5928254,-1.5776002,-1.5846777,-1.5867544,-1.5318681,-0.72845477,-0.7260685,-0.7189302,-0.7089727,-0.70038474,-0.6898442,-0.5343677,-0.49509272,-0.47767448,-0.46250498,-0.4642641,-0.4104287,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,1
1.5126153,-0.59601116,-0.9004944,-0.7365188,0.15117149,0.20726843,-0.66320854,-0.6311224,-0.3873484,-0.04170224,0.53213024,0.18565947,0.21997948,-0.09538031,5.94133,6.929823,3.9051852,5.319491,3.1820233,6.965803,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-0.36873454,-0.26418722,-0.9004944,-0.7365188,-0.71321434,-0.68870467,-0.66320854,-0.6311224,-0.7242709,-0.72173095,-0.71443254,-0.70415735,-0.69526786,-0.6846139,-0.5035446,-0.46690458,-0.44731838,-0.4311782,-0.4321824,-0.38444823,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-0.29034495,-1.0384431,-1.8215592,-1.5928254,-0.71321434,1.9992145,-0.66320854,2.0711145,0.57749724,-0.68472004,-0.70749295,-0.69672745,0.59655124,0.618645,-0.23905967,-0.42341152,-0.47767448,6.756048,-0.4642641,-0.20133486,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
2.6100695,2.5010126,-0.9004944,-0.7365188,-0.71321434,-0.68870467,-0.66320854,-0.6311224,-0.6694926,-0.56097275,-0.6596731,-0.71248114,-0.59002966,-0.38660905,0.6471821,-0.10530196,-0.3990198,0.2942895,1.415436,0.13087617,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
-1.0742408,-1.370267,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,-0.44005635,-0.41213918,-0.3774832,-0.3266558,-0.2885753,-0.25766534,-0.36055115,-0.33313194,-0.3020054,-0.35485286,-0.35401773,-0.32114866,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,1
-0.36873454,-0.3747952,0.020570448,0.119787775,-0.71321434,-0.68870467,-0.66320854,2.0711145,-0.6543818,-0.6585605,-0.7051746,-0.69424534,-0.6469304,-0.67187047,-0.42685777,-0.40888155,-0.38483274,-0.1352425,-0.4642641,-0.26936623,-0.8144784,0.8144784,-0.73719585,-0.93938863,2.2687707,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
0.9638883,1.6161486,0.020570448,0.119787775,0.15117149,0.20726843,-0.66320854,0.2696232,0.16842844,-0.24431568,-0.3707445,-0.5351893,0.7559472,0.25600654,-0.34603998,-0.34349668,-0.45555937,6.756048,-0.24288943,-0.3053461,1.2276739,-1.2276739,-0.73719585,-0.93938863,2.2687707,-0.12929615,1.096587,-1.068293,-0.11451615,0
-0.44712412,-0.48540318,0.9416353,-1.5928254,-1.5776002,-1.5846777,-1.5867544,-1.5318681,-0.72845477,-0.7260685,-0.7189302,-0.7089727,-0.70038474,-0.6898442,-0.5343677,-0.49509272,-0.47767448,-0.46250498,-0.4642641,-0.4104287,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-0.05517622,-0.48540318,2.783765,1.8324008,1.8799431,0.20726843,0.26033735,2.0711145,1.6664495,1.6403635,1.4568748,1.5425999,1.8141673,1.6460248,-0.32252547,-0.010760268,0.0021816317,1.1145988,-0.4642641,0.04489949,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,1
-0.7606824,-0.48540318,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,-0.67686826,-0.6783106,-0.6829184,-0.6841678,-0.6770512,-0.67778385,-0.37495643,-0.3977419,-0.3731493,-0.40835598,-0.40892044,-0.4104287,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
1.1990571,-0.70661914,-0.9004944,0.119787775,0.15117149,-1.5846777,-1.5867544,-1.5318681,-0.6882121,-0.60783637,-0.7189302,-0.7089727,-0.70038474,-0.6898442,0.24192801,-0.49509272,-0.47767448,-0.46250498,-0.4642641,-0.4104287,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
0.49355084,-0.3747952,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,0.07126525,0.16697782,0.2237275,-0.09192737,-0.04331832,-0.018398734,0.08580033,-0.20449325,-0.2848975,-0.30565584,0.02556041,-0.4104287,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
-0.1335658,0.06763676,1.8627001,1.8324008,0.15117149,0.20726843,0.26033735,0.2696232,0.546183,0.5607869,0.6555593,0.82070863,1.1090271,1.2017136,-0.5343677,-0.10762676,0.04390825,0.8293206,-0.02327872,0.12525153,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,1
0.10160294,-0.9278351,0.9416353,-1.5928254,-1.5776002,-1.5846777,-1.5867544,-1.5318681,-0.7296193,-0.7290497,-0.7220213,-0.71228224,-0.70390147,-0.69343895,-0.5343677,-0.49509272,-0.47767448,-0.46250498,-0.4642641,-0.4104287,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,1
2.5316799,0.28885272,0.9416353,-1.5928254,-1.5776002,-0.68870467,0.26033735,0.2696232,-0.7229913,-0.7204043,-0.713057,-0.4567865,-0.3547602,-0.25836632,-0.49411765,-0.45828345,1.1121098,0.07575567,0.086967625,0.24988645,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
0.41516125,0.17824475,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,-0.53537923,-0.4922276,-0.4419334,-0.3761829,-0.30895475,-0.25142843,-0.26956493,-0.2529265,-0.21688311,-0.19337466,-0.18864824,-0.1872286,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
0.25838208,-0.3747952,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,-0.10281759,-0.061914396,-0.014552795,0.10222621,0.13411844,0.2028402,-0.35017088,-0.32499516,-0.19998384,-0.27669743,-0.13352506,-0.1872286,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
2.6100695,2.7222285,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,4.3052635,4.3045416,4.3046365,4.3380156,4.326228,4.333911,1.7958963,1.7328365,1.744268,1.6905377,1.4650469,1.107332,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
0.10160294,0.06763676,-0.9004944,-0.7365188,-0.71321434,-1.5846777,-1.5867544,-0.6311224,-0.716924,-0.6926797,-0.7189302,-0.7089727,-0.70038474,-0.5582404,-0.29710442,-0.49509272,-0.47767448,-0.46250498,0.34295964,-0.21329838,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
0.8854987,-0.8172271,-1.8215592,-1.5928254,-1.5776002,-1.5846777,-1.5867544,-1.5318681,-0.70258963,-0.6997152,-0.69036806,-0.7091051,-0.6722333,-0.68989813,-0.34561628,-0.31521165,-0.47767448,-0.28929272,-0.46393335,-0.3142741,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
0.7287196,-0.70661914,-0.9004944,-0.7365188,-0.71321434,-0.68870467,-0.66320854,-0.6311224,-0.7227613,-0.7142632,-0.6421154,-0.64258355,-0.6361868,-0.5891912,-0.45047817,-0.013666264,-0.059156496,-0.06946706,0.15311542,-0.37507382,1.2276739,-1.2276739,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,1
-0.6822929,0.17824475,-0.9004944,-0.7365188,-0.71321434,-0.68870467,-0.66320854,-0.6311224,-0.6992972,-0.7218055,-0.4986094,-0.5425695,-0.6948107,-0.6767593,-0.5040742,0.8857391,0.57289743,-0.42837927,-0.38400474,1.0459073,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
2.2181215,1.5055406,0.9416353,-0.7365188,-0.71321434,-0.68870467,-0.66320854,0.2696232,-0.72845477,-0.71776605,-0.7189302,-0.66791797,-0.45920718,-0.33784625,-0.47536963,-0.49509272,-0.21886513,1.0140517,0.31848493,-0.33793333,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,0
-0.44712412,0.5100687,0.020570448,0.119787775,0.15117149,0.20726843,0.26033735,0.2696232,0.8021026,0.90150183,0.9956771,1.0925535,0.0593527,0.08220036,0.10115889,-0.010760268,-0.07981117,-0.24720073,-0.28786993,-0.26758066,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-0.839072,-0.042971227,1.8627001,0.119787775,0.15117149,1.9992145,2.1074293,2.0711145,-0.012095526,-0.04881227,-0.066082045,-0.06553387,-0.09395928,-0.17151713,-0.3543018,-0.2529265,-0.20645146,-0.3010268,-0.4642641,-0.27650866,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,1
-0.9174616,-1.480875,0.020570448,0.119787775,-0.71321434,0.20726843,-0.66320854,-0.6311224,-0.05542933,-0.12301294,0.0634675,-0.011787099,-0.43116122,-0.34138706,-0.4246334,4.408483,-0.35781476,1.1857568,1.6730818,-0.3760559,-0.8144784,0.8144784,-0.73719585,-0.93938863,2.2687707,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
0.023213359,0.28885272,-1.8215592,-1.5928254,-1.5776002,-1.5846777,-1.5867544,-1.5318681,-0.72845477,-0.7260685,-0.7189302,-0.7089727,-0.70038474,-0.6839129,-0.5343677,-0.49509272,-0.47767448,-0.46250498,-0.4278828,-0.29525745,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,1
-0.5255137,-1.370267,-0.9004944,-0.7365188,-0.71321434,0.20726843,-0.66320854,-0.6311224,-0.66581196,-0.69779235,-0.6547427,-0.6597931,-0.66539323,-0.6563951,-0.3330117,-0.09280619,-0.37335792,-0.24827725,-0.25909564,-0.4104287,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,0
-0.05517622,-0.59601116,-0.9004944,-0.7365188,-0.71321434,0.20726843,-0.66320854,-0.6311224,-0.71465236,-0.6724526,-0.6627797,-0.66417825,-0.593353,-0.60263556,-0.1533695,-0.14317676,-0.19581117,0.19277354,0.070651166,0.43103567,-0.8144784,0.8144784,1.3564497,-0.93938863,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,1
-0.9174616,1.2843246,1.8627001,1.8324008,1.8799431,1.9992145,2.1074293,2.0711145,-0.103910275,-0.058754385,-0.042264838,0.036019064,-0.19643688,-0.19004807,-0.2864064,-0.49509272,-0.21125002,-0.46250498,-0.26582068,-0.4104287,-0.8144784,0.8144784,-0.73719585,1.0645217,-0.44074845,-0.12929615,-0.9120184,0.93600905,-0.11451615,1
-0.05517622,1.8373646,0.020570448,0.119787775,0.15117149,-1.5846777,-1.5867544,-1.5318681,1.5970637,1.7207053,-0.7189302,-0.7089727,-0.70038474,-0.6898442,0.24415235,-0.49509272,-0.47767448,-0.46250498,-0.4642641,-0.4104287,1.2276739,-1.2276739,-0.73719585,1.0645217,-0.44074845,-0.12929615,1.096587,-1.068293,-0.11451615,1
